"usda_symbol","duration","growth_habit","native_status","usda_group","soil_ph_min","soil_ph_max","soil_texture_adapted","precip_min_in","precip_max_in","temp_min_f","moisture_use","shade_tolerance","drought_tolerance","salinity_tolerance","caco3_tolerance","fire_tolerance","anaerobic_tolerance","nitrogen_fixation","root_depth_min_in","height_mature_ft","growth_rate","lifespan","leaf_retention","bloom_period","foliage_color","flower_color"
"CRIN8","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRJE","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRLA7","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRLE6","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRLO7","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRMA3","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRMA4","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRME15",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRME5","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRMI2","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRMI4","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRMI7","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRMIM","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRMO3","Perennial","Shrub, Tree","I","Dicot",6,7.2,"Coarse, Medium, Fine",24,60,-23,"Medium","Intolerant","High","None","Medium","Medium","None","None",24,20,"Slow","Moderate","No","Mid Spring","Dark Green","Purple"
"CRMO4","Perennial","Forb/herb","N","Dicot",5.5,7.4,"Coarse, Medium, Fine",10,20,-28,"Low","Intolerant","Medium","Low","Low","High","None","None",8,1.4,"Moderate","Moderate","No","Late Spring","White-Gray","Yellow"
"CRNI4","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRNI6",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"CROCC","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CROCI","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CROCO2","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRPA21","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRPAO","Perennial","Forb/herb, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRPE10","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRPR2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRPU","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRPU7","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRPY3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"CRRA7",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"CRRI8",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRRO5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRRU10","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRRU4","Biennial, Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRRUG","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRSC80","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRSI6","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CRSQS",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"CRSU16","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRSU5","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRTR2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRTR5","Perennial","Forb/herb, Subshrub","N, I","Dicot",6.8,9.2,"Medium, Fine",8,14,-13,"Medium","Intolerant","Low","High","High","Low","Medium","None",8,0.8,"Moderate","Moderate","No","Late Spring","Gray-Green","White"
"CRVE3","Annual, Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRVET","Annual, Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRVI6","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRVID","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRVIV2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRVUV","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CRYPH",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"CRZA2","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CTENI","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CTMO",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"CUAM5","Perennial","Forb/herb, Subshrub","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUAR3",,,,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"CUCE","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUCO3","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUDE2","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUDED","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUGL","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUME2","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CUPEP2","Perennial","Forb/herb, Vine","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUPR","Annual","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CURO","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUSE2",,,,"Gymnosperm",,,,,,,,,,,,,,,,,,,,,,
"CUTE2",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUTR2","Perennial","Shrub, Tree","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUTU","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CUZE","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYAM","Annual","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYANA","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYANF","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYAR14","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYAU2","Annual, Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYBA9",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYBE2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYBL","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYCA13","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYCA23","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYCI3","Perennial","Shrub, Tree","I","Gymnosperm",,,,,,,,,,,,,,,,,,,,,,
"CYCOH2","Perennial","Shrub, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYCR10","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYCR2","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYCU3","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYCY2","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYDI13",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYDO","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"CYDU5","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYEC","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYEC3","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYEL6","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYEL8","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYEN2","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYEP","Perennial","Forb/herb, Vine","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYER2","Annual, Perennial","Graminoid","N","Monocot",5,6.5,"Coarse, Medium",14,50,37,"Medium","Intolerant","Medium","None","Medium","Low","Medium","None",10,2.5,"Rapid","Short","No","Mid Summer","Dark Green","Green"
"CYESH","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYFI","Annual, Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYFL10","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYFL5","Annual","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYFL6","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYFO2","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYFUM","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYGR2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYGY","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYHA4","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYHYH","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYIB","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYJO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYKA5","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYKO3","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYKO4","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYLO11","Perennial","Forb/herb, Vine","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYLO3","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYMA24","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYMA27","Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYME9","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYMI8","Perennial","Tree","N","Gymnosperm",,,,,,,,,,,,,,,,,,,,,,
"CYMU4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYNAR","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYNI2","Annual, Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYOB2","Perennial","Shrub, Tree","I","Dicot",5,6.5,"Coarse, Medium",24,60,-23,"Medium","Intolerant","Low","None","Low","Low","None","None",30,16,"Slow","Moderate","No","Spring","Green","White"
"CYOD","Annual, Perennial","Graminoid","N","Monocot",5,8.3,"Coarse, Medium",18,55,42,"Medium","Intolerant","Low","Medium","Medium","None","Medium","None",8,2,"Moderate","Short","No","Late Summer","Green","Brown"
"CYPO10","Perennial","Forb/herb","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYPOT","Annual, Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYPR19","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYRE14","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYRI4","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYRTO3",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"CYSA10","Annual, Perennial","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYSC3","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYSE2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYSP7","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"CYSP8","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYTE3","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"CYTI","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYTR7","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"CYTR9",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"CYVI2","Perennial","Graminoid","N, I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DAAL","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DAAN2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"DABE60",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DACA19","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DACA5","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DACA6","Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DACAC","Perennial","Forb/herb, Subshrub","N","Dicot",6,8,"Coarse, Medium, Fine",12,20,-38,"Medium","Intermediate","Medium","Low","Medium","Medium","None","High",14,2,"Moderate","Short","No","Mid Summer","Green","White"
"DACAF","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DACAO","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DACY","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DAFRF","Perennial","Shrub","N","Dicot",5,8,"Coarse, Medium, Fine",16,40,-28,"Low","Intermediate","Low","Medium","Medium","Low","None","None",18,2.5,"Slow","Long","No","Indeterminate","Green","Yellow"
"DAHE2","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DAMA60",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DAMAS","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DAPOW","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DASC4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DASIP","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DASP2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DASP4",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DATE6","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DAVI2","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DAVI6","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DAVIV","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DAWRW2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEAL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEAN2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEAXS","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DECA8","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DECAC3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DECAV2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DECE","Perennial","Graminoid","I, N","Monocot",4.8,7.2,"Medium",10,24,-38,"High","Intolerant","High","Low","Low","High","High","None",14,3,"Moderate","Long","No","Late Summer","Green","Yellow"
"DECO12","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DEDE2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEDI14",,,,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"DEEL6",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEFE2","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"DEFLM","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DEGL","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEGL7","Perennial","Forb/herb, Subshrub","N, I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEHAK","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEHEC","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEINA2","Annual, Perennial","Forb/herb, Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEINI","Annual, Biennial, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEINP","Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DELA12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"DELA70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DELE3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DELI","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DELO2",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DEMA5","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DENDR10",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DENIN","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DENU4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DENUN2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DENUO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEOC2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPAP10","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPAP4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPIB","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPIN","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPIO2","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPS2","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEPU5","Perennial","Shrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DERI","Perennial","Shrub, Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DESC3","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DESO2","Annual, Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEVA","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DEVE","Perennial","Shrub, Subshrub","N","Dicot",4.9,8.6,"Coarse, Medium, Fine",30,60,-23,"High","Intermediate","None","None","Medium","High","High","None",10,8,"Rapid","Long","No","Mid Summer","Green","Red"
"DEWO","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DIACA","Perennial","Graminoid","N, I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIACL","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIACS","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIAMO","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DIAN7",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"DIANA",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIAP3",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DIAP4",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"DIAS70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DIBA","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DIBAE",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DIBO","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIBU","Perennial","Forb/herb, Vine","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DICA3","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DICA31","Annual, Biennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DICA9","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DICAB","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DICAC","Annual","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DICAP","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DICH2","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DICI","Annual","Graminoid","N, I","Monocot",5,7,"Coarse, Medium, Fine",35,50,2,"Medium","Intolerant","Low","None","Medium","None","Low","None",5,0.9,"Rapid",,"No","Late Summer","Green","Yellow"
"DICKS",,,,"Fern",,,,,,,,,,,,,,,,,,,,,,
"DICO19","Perennial","Forb/herb","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DICR71",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DICU","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DIDE4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIDIB","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIDID","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIDIE","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIDIT","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIEFF","Perennial","Forb/herb","N, I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIEST","Perennial","Vine",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIFL4","Perennial","Forb/herb, Vine","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIFUF",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DIFUF2",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DIHE3",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DIIS2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DILE2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DILE4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIMER3",,"Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIMO6",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DINI4",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DIOC4","Perennial","Forb/herb, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DIOD2",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"DIOLS","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIPA15",,"Lichenous","N","Lichen",,,,,,,,,,,,,,,,,,,,,,
"DIPLA4",,"Nonvascular","N","Liverwort",,,,,,,,,,,,,,,,,,,,,,
"DIPU9","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIQU","Perennial","Forb/herb, Vine","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIRE4","Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DIRH",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DIRIR",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DIRU3","Perennial","Shrub, Subshrub","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DISA10","Perennial","Tree","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DISA9","Biennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DISAP","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DISAT","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DISC4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DISE10","Perennial","Forb/herb","I","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DISE16",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"DISI2","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DISP4","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DISQ2",,,,"Fern",,,,,,,,,,,,,,,,,,,,,,
"DISTG","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DISU12",,,,"Dicot",,,,,,,,,,,,,,,,,,,,,,
"DISU70",,"Nonvascular","N","Moss",,,,,,,,,,,,,,,,,,,,,,
"DISY3","Perennial","Forb/herb","N","Fern",,,,,,,,,,,,,,,,,,,,,,
"DITEA","Annual, Perennial","Forb/herb","N","Dicot",,,,,,,,,,,,,,,,,,,,,,
"DITO6",,"Graminoid",,"Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIVE2","Annual","Graminoid","I","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIVI","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
"DIVI7","Perennial","Graminoid","N","Monocot",,,,,,,,,,,,,,,,,,,,,,
